State;Duration;AvgSpeed;Distance
1.0;97.0;2.206185567010309;0.1
0.0;46.0;0.1521739130434782;0.0
1.0;606.0;3.160066006600659;0.7
0.0;46.0;0.9347826086956522;0.0
1.0;25.0;0.16;0.0
0.0;38.0;0.5263157894736842;0.0
1.0;301.0;2.4817275747508307;0.2999999999999997
0.0;126.0;0.15079365079365079;0.0
1.0;4.0;0.25;0.0
0.0;10.0;0.3;0.1
1.0;44.0;0.2954545454545454;0.0
0.0;28.0;0.25;0.0
2.0;213.0;35.5962441314554;2.1
1.0;69.0;1.6231884057971016;0.1
0.0;320.0;0.2875;0.1
2.0;199.0;41.64824120603015;2.3000000000000003
1.0;299.0;4.538461538461538;0.5
2.0;117.0;28.97435897435897;1.0
1.0;31.0;4.612903225806452;0.0
0.0;119.0;0.10084033613445376;0.0
1.0;8.0;0.5;0.0
0.0;2.0;0.0;0.0
1.0;8.0;0.0;0.0
0.0;334.0;0.17964071856287425;0.20000000000000012
1.0;116.0;2.9482758620689653;0.1000000000000005
2.0;128.0;32.609375;1.1999999999999993
1.0;583.0;4.435677530017153;0.9000000000000004
2.0;96.0;23.604166666666668;0.6999999999999993
1.0;77.0;7.922077922077922;0.200000000000001
0.0;93.0;0.1290322580645161;0.0
1.0;495.0;2.6626262626262625;0.4999999999999999
2.0;66.0;0.8181818181818182;0.0999999999999996
1.0;16.0;0.8125;0.0
0.0;32.0;1.1875;0.0
1.0;177.0;10.11864406779661;0.5999999999999995
0.0;35.0;0.9428571428571428;0.0
1.0;4511.0;5.423631123919308;8.099999999999998
0.0;290.0;0.16206896551724134;0.1000000000000014
1.0;35.0;0.5714285714285714;0.1000000000000014
0.0;97.0;0.21649484536082475;0.0
1.0;184.0;0.9293478260869563;0.0999999999999978
0.0;79.0;0.1518987341772152;0.3000000000000007
1.0;48.0;0.5625;0.0
0.0;970.0;0.11340206185567005;0.3000000000000007
1.0;461.0;2.2689804772234274;0.4999999999999998
2.0;187.0;26.433155080213904;1.3999999999999986
1.0;479.0;4.152400835073069;0.5999999999999978
0.0;87.0;0.31034482758620685;0.0
1.0;1070.0;3.0514018691588785;1.199999999999999
0.0;102.0;0.0294117647058823;0.0
1.0;1041.0;3.500480307396734;1.400000000000002
0.0;1.0;1.0;0.0
1.0;1230.0;2.1723577235772358;1.0999999999999979
0.0;449.0;0.0690423162583518;0.1999999999999993
1.0;2641.0;2.4774706550549035;3.0
0.0;91.0;0.13186813186813182;0.0
1.0;80.0;5.0625;0.2000000000000028
0.0;46.0;1.3695652173913044;0.0
1.0;351.0;2.6609686609686616;0.2999999999999971
0.0;157.0;0.0382165605095541;0.1000000000000014
1.0;3519.0;3.084398976982097;3.900000000000013
0.0;1.0;1.0;0.0
1.0;7.0;0.0;0.0
0.0;5.0;1.2;0.0
1.0;3.0;0.0;0.0
0.0;1.0;1.0;0.0
1.0;3.0;0.0;0.0
0.0;1.0;1.0;0.0
1.0;7.0;0.0;0.0
0.0;1.0;1.0;0.0
